"Property","en","pt-br","pt","pl","nl","lt","ja","it","id","hr","hi","gl","fr","fi","es-es","el","de-de","cs","ca","bg","sk","sh","ru","sr","sr-cs","ro","uk","tr","zh-tw","zh-cn"
"give_feedback","Give Feedback","Comentar","Deixar Valoração","Zostaw wiadomość zwrotną","Geef Feedback","Pateikti atsiliepimus","フィードバックを与える","Lascia un Feedback","Berikan umpan balik","Povratna informacija","प्रतिक्रिया दें","Deixar valoración","Laisser un avis","Anna palautetta","Dejar Valoración","Θέλετε να δώσετε αξιολόγηση;","Feedback geben","Poskytnout zpětnou vazbu","Fes-nos comentaris","Дайте обратна връзка","Poskytnúť spätnú väzbu","Povratna informacija","Омтавить отзыв","Оставите повратну информацију","Ostavite povratnu informaciju","Oferiți Feedback","Надання відгуку",,"給出反饋","给出反馈"
"give_feedback_q","Give feedback?","Comentar?","Deixar comentário?","Zostawić wiadomość zwrotną?","Feedback geven?","Pateikti atsiliepimus?","フィードバックをしますか。","Vuoi lasciare una recensione?","Berikan umpan balik?","Ostavite povratnu informaciju?","प्रतिक्रिया दें?","¿Comentar?","Laisser un avis ?","Anna palautetta?","¿Dejar comentario?","Θέλετε να δώσετε απάντηση ή αξιολόγηση;","Feedback geben?","Poskytnout zpětnou vazbu?","Fer comentaris?","Обратна връзка?","Odoslať spätnú väzbu?","Ostavite povratnu informaciju?","Оставить отзыв?","Оставите повратну информацију?","Ostavite povratnu informaciju?","Oferiți feedback-ul?","Додати відгук?","Geri bildirim ver?","給出反饋?","给出反馈？"
"goods","Goods","Mercadorias","Mercadorias","Towary","Goederen","Prekės","商品","Articoli","Barang","Roba",,"Mercadorías","Marchandises","Tavarat","Mercancías","Αγαθά","Artikel","Zboží","Béns","Стоки","Tovar","Roba","Товары","Роба","Roba","Bunuri","Товари","Varlıklar","商品","商品"
"goods_data","Goods Data","Dados de mercadorias","Dados de Mercadorias","Dane o towarach","Gegevens Goederen","Prekių duomenys","商品データ","Dati articoli","Data barang","Podaci robe",,"Datos de Mercaderías","Données des marchandises","Tavaran tiedot","Datos de Mercancías","Στοιχεία εμπορεύματος","Artikeldaten","Údaje zboží","Dades dels béns","Данни за стоки","Údaje tovaru","Podaci robe","Данные товара","Подаци Робе","Podaci Robe","Date Mărfuri","Дані товару","Ürün verileri","商品數據","商品数据"
"goods_data_nonce","Goods Data Nonce","Nonce dos dados da(s) mercadoria(s)","Valor de Segurança dos Dados de Mercadoria","Chwilowe dane o towarach","Goederen gegevens Nonce","Prekių duomenų nėra","商品データのナンス","Nonce dei dati degli articoli","Kesempatan ini Data barang","Informacije o proizvodima",,"Valor de seguridade dos datos da mercadoría","Nonce de signature des données des marchandises","Tuotteen datan nonce","Valor de Seguridad de los Datos de Mercancía","Δεδομένα αγαθού Nonce","Artikel-Nonce",,"Valor de Seguretat de les Dades dels Béns","Данни за стоки в случая","Údaje tovaru","Informacije o proizvodima","Данные товара не представленны","Статистика Производа","Statistika Proizvoda","Date Bunuri Nonce","Дані товару не представлені",,"商品數據驗證碼","商品数据验证码"
"goods_received","Goods received.","Mercadorias recebidas.","Mercadorias recebidas.","Otrzymane towary.","Goederen ontvangen.","Prekės gautos.","商品を受け取りました。","Articoli ricevuti.","Barang telah diterima.","Roba primljena.","माल प्राप्त किया।","Bens recividos.","Produits reçus.","Tavarat toimitettu.","Mercancía recibida.","Τα εμπορεύματα παραλήφθηκαν.","Waren erhalten.","Zboží bylo obdrženo.","Béns rebuts.","Получени стоки.","Tovar bol prijatý.","Roba primljena.","Полученные товары.","Роба примљена.","Roba primljena.","Bunurile au fost primite.","Товари отримав.","Ürünler aldı.","貨物已收到。","货物已收到。"
"goods_text","Goods Text","Texto de Mercadorias","Texto das Mercadorias","Opis towarów","Omschrijving van de goederen","Prekių Tekstas","商品のテキスト","Testo merce","Teks Barang","Tekst robe",,"Texto dos productos","Description des marchandises","Tavaran teksti","Texto de las Mercancías","Περιγραφή εμπορευμάτων","Artikeltext","Popis zboží","Text dels Béns","Описание стоки","Popis tovaru","Tekst robe","Описание Товара","Текст Робе","Tekst Robe","Text Mărfuri","Опис Товару","Ürün metinleri","商品描述","商品描述"
"goods_to_encrypt","Goods to encrypt","Mercadorias para criptografar","Mercadorias para cifrar","Towary do zaszyfrowania","Goederen om te coderen","Prekės šifravimui",,,,"Roba za šifrovanje",,,"Marchandises à chiffrer",,"Bienes para encriptar","Αγαθά προς κρυπτογράφηση","Zu verschlüsselnde Güter","Zboží k šifrování","Béns per xifrar","Стоки за шифроване","Tovar na zašifrovanie","Roba za šifrovanje","Товары для шифрования","Роба за шифровање","Roba za šifrovanje","Mărfuri pentru criptare","Товари для шифрування","Şifrelemek için ürünler","商品進行加密","商品进行加密"
"group","Group","Grupo","Grupo","Grupa","Groep","Grupė","グループ","Gruppo","Kelompok","Grupa","समूह","Grupo","Groupe","Ryhmä","Grupo","Ομάδα","Gruppe","Skupina","Grup","Група","Skupina","Grupa","Группа","Група","Grupa","Grup","Група",,"群組","群组"
"group_asset","Group Token","Agrupar ativo","Agrupar Ativo","Grupa aktywów","Groep Aandeel","Grupės aktyvas","グループの資産","Raggruppa Asset","Kelompok aset","Grupni asset","समूह परिसंपत्ति","Agrupar activo","Groupe d'actifs","Lisää ryhmään","Agrupar Activo","Ομάδα μετοχών","Asset gruppieren","Skupina aktiv","Agrupar Actius","Група активи","Zoskupiť majetok","Grupni asset","Группа активов","Група Асcета","Grupa Asset-a","Activă Grup","Група активів",,"群組資產","群组资产"
"group_asset_help","Choose a group for this token.","Escolha um grupo para este ativo.","Escolha um grupo para este ativo.","Wybierz grupę dla aktywów.","Kies een groep voor dit asset.","Pasirinkti šio aktyvo grupę.","この資産のグループを選択してください。","Scegli un gruppo per questo asset.","Pilih grup untuk aset ini.","Odaberi grupu za ovaj asset.","इस संपत्ति के लिए एक समूह का चयन करें।","Escolla un grupo para este activo.","Choisir un groupe pour cet actif.","Valitse ryhmä tälle arvopaperille.","Elija un grupo para este activo.",,"Wählen Sie eine Gruppe für dieses Asset.","Vyberte skupinu pro toto aktivum.","Triar un grup per aquest actiu.","Изберете група за този актив.","Vyberte skupinu pre tento majetok.","Odaberi grupu za ovaj asset.","Выберите группу для этого актива.","Изаберите групу за овај ассет.","Izaberite grupu za ovaj asset.","Selecţie grup pentru această activă.","Оберіть групу для цього активу.",,"為該資產選擇一個群組。","为该资产选择一个群组。"
"guaranteed_balance","Guaranteed Balance","Saldo garantido","Saldo Garantido","Gwarantowany balance","Actuele saldo","Garantuotas balansas","保証残高","Saldo garantito","Dijamin keseimbangan","Garantirani saldo","गारंटीकृत शेष","Saldo garantizado","Solde garanti","Vahvistettu saldo","Saldo Garantizado","Εγγυημένο ποσό","Garantiertes Guthaben","Garantovaný zůstatek","Saldo garantit","Гарантирано салдо","Zaručený zostatok","Garantirani saldo","Гарантированный ,аланс","Гарантовани Салдо","Garantovani Saldo","Sold Garantat","Гарантований баланс",,"保證餘額","保证余额"
"header","Header","Cabeçalho","Cabeçalho","Nagłówek","Koptekst","Antraštė","ヘッダー","Intestazione","Data Header","Zaglavlje","शीर्ष लेख","Encabezado","En-tête","Otsikko","Encabezado","Επικεφαλίδα","Kopfzeile","Záhlaví","Capçalera","Заглавка","Hlavička","Zaglavlje","Заголовок","Заглавље","Zaglavlje","Antet","Заголовок",,"標題","标题"
"height","Height","Altura","Altura","Wielkość","Hoogte","Bloko numeris","高さ","Altezza","Tinggi badan","Pozicija","ऊँचाई","Altura","Hauteur","Korkeus","Altura","Ύψος","Weite","Výška","Alçada","Височина","Výška","Pozicija","Высота","Позиција","Pozicija","Culme","Висота",,"高度","高度"
"highest_bid","Highest Bid","Lance mais alto","Oferta Mais Alta","Najlepsza oferta kupna","Hoogste Bod","Didžiausia pasiūlyta kaina","最も高い入札","Offerta più alta","Tawaran Tertinggi","Najviša ponuda","उच्चतम बोली","Oferta máis alta","Offre d'achat","Korkein ostotarjous","Oferta Más Alta","Υψηλότερη προσφορά","Höchstes Kaufangebot","Nejvyšší nabídka","Oferta més alta","Най-висока купува","Najvyšší nákup","Najviša ponuda","Наивысшая продажа","Највиша Понуда","Najviša Ponuda","Cea mai mare ofertă","Максимальна ціна купівлі",,"最高買單","最高买单"
"host","Host","Servidor","Servidor",,,,"ホスト",,"Tuan rumah","Domaćin",,,"Hôte","Isäntä",,"Διακομιστής",,"Hostitel",,"Сървър","Hostiteľ","Domaćin","Сервер","Домаћин","Domaćin","Server gazdă","Хост","Sunucu","主機","主机"
